specimen,Mx[Am2],My[Am2],Mz[Am2],MN[Am2],ME[Am2],MV[Am2],Mtot[Am2],Dec[deg],Inc[deg],Jnrm [Am2/kg],Jtrm [Am2/kg],Jarm [Am2/kg],Jirm [Am2/kg],Jnrm [A/m],Jtrm [A/m],Jarm [A/m],Jirm [A/m],AF [mT],T [C],Hdc [mT],Hdc dec [deg],Hdc inc [deg],data type,date,time,series,position[cm],Drift_ratio,Ja/Jr,run#,Description,Meas_T[K],Mode,Type
cf-naco-1,8.99513E-06,-1.32488E-07,-2.28777E-07,8.99513E-06,-1.32488E-07,-2.28777E-07,8.99901E-06,-0.843839,-1.45676,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:50:24 PM,1,,,0,,15.042,10.13,DISCRETE,
cf-naco-1,8.99085E-06,-1.32703E-07,-2.28455E-07,8.99085E-06,-1.32703E-07,-2.28455E-07,8.99473E-06,-0.845611,-1.4554,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:51:09 PM,1,,,0,,11.862,8.94,DISCRETE,
cf-naco-1,8.99189E-06,-1.3335E-07,-0.000000229,8.99189E-06,-1.3335E-07,-0.000000229,8.99579E-06,-0.849633,-1.4587,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:54:19 PM,1,,,0,,15.427,17.64,DISCRETE,
cf-naco-1,8.99219E-06,-1.33092E-07,-2.29097E-07,8.99219E-06,-1.33092E-07,-2.29097E-07,8.99609E-06,-0.847961,-1.45927,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:55:04 PM,1,,,0,,17.621,18.35,DISCRETE,
cf-naco-1,9.07598E-06,-1.33192E-07,-2.28603E-07,9.07598E-06,-1.33192E-07,-2.28603E-07,9.07983E-06,-0.840765,-1.44269,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:55:50 PM,1,,,0,,16.483,17.93,DISCRETE,
cf-naco-1,8.99439E-06,-1.3345E-07,-2.29715E-07,8.99439E-06,-1.3345E-07,-2.29715E-07,8.99831E-06,-0.850039,-1.46285,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:56:51 PM,1,,,0,,17.427,19.42,DISCRETE,
cf-naco-1,8.99268E-06,-1.34267E-07,-2.28697E-07,8.99268E-06,-1.34267E-07,-2.28697E-07,8.99659E-06,-0.855405,-1.45664,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,1:58:26 PM,1,,,0,,18.538,21.22,DISCRETE,
cf-naco-1,8.99335E-06,-1.3419E-07,-2.28837E-07,8.99335E-06,-1.3419E-07,-2.28837E-07,8.99726E-06,-0.854846,-1.45742,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:00:12 PM,1,,,0,,19.783,22.45,DISCRETE,
cf-naco-1,8.98914E-06,-1.33422E-07,-2.2702E-07,8.98914E-06,-1.33422E-07,-2.2702E-07,0.000008993,-0.850357,-1.44653,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:02:22 PM,1,,,0,,20.872,24.42,DISCRETE,
cf-naco-1,8.99121E-06,-1.33451E-07,-2.27275E-07,8.99121E-06,-1.33451E-07,-2.27275E-07,8.99507E-06,-0.850346,-1.44782,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:03:28 PM,1,,,0,,22.448,26.12,DISCRETE,
cf-naco-1,8.99037E-06,-1.33239E-07,-2.2698E-07,8.99037E-06,-1.33239E-07,-2.2698E-07,8.99422E-06,-0.849074,-1.44608,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:04:24 PM,1,,,0,,23.297,27.56,DISCRETE,
cf-naco-1,8.99006E-06,-1.33113E-07,-2.26852E-07,8.99006E-06,-1.33113E-07,-2.26852E-07,8.9939E-06,-0.8483,-1.44532,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:05:19 PM,1,,,0,,23.925,28.87,DISCRETE,
cf-naco-1,8.98794E-06,-1.33141E-07,-2.26762E-07,8.98794E-06,-1.33141E-07,-2.26762E-07,8.99179E-06,-0.848678,-1.44508,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:08:00 PM,1,,,0,,25.162,30.06,DISCRETE,
cf-naco-1,8.98627E-06,-1.33345E-07,-2.26154E-07,8.98627E-06,-1.33345E-07,-2.26154E-07,8.99011E-06,-0.850134,-1.44148,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,2:12:55 PM,1,,,0,,26.301,31.2,DISCRETE,
