specimen,Mx[Am2],My[Am2],Mz[Am2],MN[Am2],ME[Am2],MV[Am2],Mtot[Am2],Dec[deg],Inc[deg],Jnrm [Am2/kg],Jtrm [Am2/kg],Jarm [Am2/kg],Jirm [Am2/kg],Jnrm [A/m],Jtrm [A/m],Jarm [A/m],Jirm [A/m],AF [mT],T [C],Hdc [mT],Hdc dec [deg],Hdc inc [deg],data type,date,time,series,position[cm],Drift_ratio,Ja/Jr,run#,Description,Meas_T[K],Mode,Type
CF-blank,-4.68412E-08,-6.72082E-08,1.23689E-07,1.23689E-07,-6.72082E-08,4.68412E-08,1.48357E-07,-28.5181,18.405,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:17:33 PM,7,,,0,,15.227,17.63,DISCRETE,
CF-blank,-4.69974E-08,-6.69349E-08,1.23563E-07,1.23563E-07,-6.69349E-08,4.69974E-08,1.48179E-07,-28.4446,18.4917,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:18:19 PM,7,,,0,,18.948,22.16,DISCRETE,
CF-blank,-4.69078E-08,-6.68528E-08,1.23623E-07,1.23623E-07,-6.68528E-08,4.69078E-08,1.48163E-07,-28.4037,18.4572,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:19:10 PM,7,,,0,,20.988,24.07,DISCRETE,
CF-blank,-4.70008E-08,-6.68097E-08,1.23558E-07,1.23558E-07,-6.68097E-08,4.70008E-08,1.48119E-07,-28.4008,18.5009,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:20:15 PM,7,,,0,,22.501,25.58,DISCRETE,
CF-blank,-4.67336E-08,-6.6665E-08,1.2362E-07,1.2362E-07,-6.6665E-08,4.67336E-08,1.48021E-07,-28.3368,18.4045,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:21:35 PM,7,,,0,,23.577,27.08,DISCRETE,
CF-blank,-4.66933E-08,-6.68497E-08,1.23708E-07,1.23708E-07,-6.68497E-08,4.66933E-08,1.48165E-07,-28.3859,18.3695,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:22:36 PM,7,,,0,,24.18,28.65,DISCRETE,
CF-blank,-4.66294E-08,-6.63648E-08,1.23458E-07,1.23458E-07,-6.63648E-08,4.66294E-08,1.47717E-07,-28.2603,18.4011,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:25:27 PM,7,,,0,,25.362,29.83,DISCRETE,
CF-blank,-4.68502E-08,-6.63176E-08,1.23754E-07,1.23754E-07,-6.63176E-08,4.68502E-08,1.48013E-07,-28.1861,18.453,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:26:52 PM,7,,,0,,26.382,32.26,DISCRETE,
CF-blank,-4.62378E-08,-6.6371E-08,1.23651E-07,1.23651E-07,-6.6371E-08,4.62378E-08,1.47758E-07,-28.2252,18.2358,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:27:37 PM,7,,,0,,28.115,34.18,DISCRETE,
CF-blank,-4.65295E-08,-6.61597E-08,1.23708E-07,1.23708E-07,-6.61597E-08,4.65295E-08,1.47804E-07,-28.138,18.3491,,,,,,,,,,,,,,RM(Tmeas),5/20/2011,1:28:33 PM,7,,,0,,29.864,36.1,DISCRETE,
