specimen,Mx[Am2],My[Am2],Mz[Am2],MN[Am2],ME[Am2],MV[Am2],Mtot[Am2],Dec[deg],Inc[deg],Jnrm [Am2/kg],Jtrm [Am2/kg],Jarm [Am2/kg],Jirm [Am2/kg],Jnrm [A/m],Jtrm [A/m],Jarm [A/m],Jirm [A/m],AF [mT],T [C],Hdc [mT],Hdc dec [deg],Hdc inc [deg],data type,date,time,series,position[cm],Drift_ratio,Ja/Jr,run#,Description,Meas_T[K],Mode,Type
cf-naco-1,8.32513E-05,-4.33559E-08,-3.16102E-06,8.32513E-05,-4.33559E-08,-3.16102E-06,8.33112E-05,-0.0298387,-2.17446,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,10:41:36 AM,1,,,0,,292.893,291.28,DISCRETE,
cf-naco-1,8.31403E-05,-4.27572E-08,-3.16798E-06,8.31403E-05,-4.27572E-08,-3.16798E-06,8.32007E-05,-0.0294659,-2.18214,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,10:45:05 AM,1,,,0,,292.92,291.26,DISCRETE,
cf-naco-1,8.31401E-05,-4.03078E-08,-3.16095E-06,8.31401E-05,-4.03078E-08,-3.16095E-06,8.32001E-05,-0.027778,-2.17731,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,10:46:28 AM,1,,,0,,292.929,291.26,DISCRETE,
cf-naco-1,0.00008314,-5.5999E-08,-3.16499E-06,0.00008314,-5.5999E-08,-3.16499E-06,8.32002E-05,-0.0385916,-2.18009,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,10:48:48 AM,1,,,0,,284.969,291.23,DISCRETE,
cf-naco-1,8.30798E-05,-5.10028E-08,-3.15995E-06,8.30798E-05,-5.10028E-08,-3.15995E-06,8.31399E-05,-0.0351739,-2.1782,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:32:19 AM,1,,,0,,181.799,290.19,DISCRETE,
cf-naco-1,8.31185E-05,-5.19015E-08,-3.15195E-06,8.31185E-05,-5.19015E-08,-3.15195E-06,8.31783E-05,-0.035777,-2.17168,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:40:29 AM,1,,,0,,168.652,289.13,DISCRETE,
cf-naco-1,8.29801E-05,-5.0735E-08,-3.15098E-06,8.29801E-05,-5.0735E-08,-3.15098E-06,0.00008304,-0.0350313,-2.17463,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:46:54 AM,1,,,0,,159.512,288.03,DISCRETE,
cf-naco-1,8.29101E-05,-4.88276E-08,-3.14394E-06,8.29101E-05,-4.88276E-08,-3.14394E-06,8.29697E-05,-0.0337427,-2.1716,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:51:40 AM,1,,,0,,153.218,286.91,DISCRETE,
cf-naco-1,8.28504E-05,-5.32489E-08,-3.15095E-06,8.28504E-05,-5.32489E-08,-3.15095E-06,8.29103E-05,-0.0368246,-2.17802,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:54:50 AM,1,,,0,,149.288,285.79,DISCRETE,
cf-naco-1,8.27704E-05,-5.85014E-08,-3.13097E-06,8.27704E-05,-5.85014E-08,-3.13097E-06,8.28296E-05,-0.0404961,-2.1663,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,11:58:26 AM,1,,,0,,145.054,284.61,DISCRETE,
cf-naco-1,8.26901E-05,-5.89411E-08,-3.14599E-06,8.26901E-05,-5.89411E-08,-3.14599E-06,0.00008275,-0.0408401,-2.1788,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:01:36 PM,1,,,0,,141.42,283.41,DISCRETE,
cf-naco-1,8.26101E-05,-6.02063E-08,-3.14302E-06,8.26101E-05,-6.02063E-08,-3.14302E-06,8.26699E-05,-0.0417572,-2.17885,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:04:01 PM,1,,,0,,138.714,282.23,DISCRETE,
cf-naco-1,8.25204E-05,-6.34362E-08,-3.12298E-06,8.25204E-05,-6.34362E-08,-3.12298E-06,8.25795E-05,-0.0440452,-2.16732,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:06:41 PM,1,,,0,,135.771,281.04,DISCRETE,
cf-naco-1,8.24001E-05,-6.30202E-08,-3.10702E-06,8.24001E-05,-6.30202E-08,-3.10702E-06,8.24587E-05,-0.0438202,-2.1594,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:09:00 PM,1,,,0,,133.208,279.63,DISCRETE,
cf-naco-1,8.22701E-05,-6.19201E-08,-3.10197E-06,8.22701E-05,-6.19201E-08,-3.10197E-06,8.23285E-05,-0.0431233,-2.1593,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:11:21 PM,1,,,0,,130.666,278.4,DISCRETE,
cf-naco-1,8.21404E-05,-6.27486E-08,-3.09399E-06,8.21404E-05,-6.27486E-08,-3.09399E-06,8.21987E-05,-0.0437693,-2.15714,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:13:31 PM,1,,,0,,128.325,277.17,DISCRETE,
cf-naco-1,8.20099E-05,-6.20278E-08,-3.08397E-06,8.20099E-05,-6.20278E-08,-3.08397E-06,8.20678E-05,-0.0433354,-2.15359,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:15:17 PM,1,,,0,,126.442,275.86,DISCRETE,
cf-naco-1,0.00008191,-6.21873E-08,-3.07701E-06,0.00008191,-6.21873E-08,-3.07701E-06,8.19678E-05,-0.0434999,-2.15134,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:17:22 PM,1,,,0,,124.239,274.57,DISCRETE,
cf-naco-1,0.00008165,-6.17699E-08,-3.06796E-06,0.00008165,-6.17699E-08,-3.06796E-06,8.17076E-05,-0.0433455,-2.15185,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:19:17 PM,1,,,0,,122.22,273.13,DISCRETE,
cf-naco-1,8.14303E-05,-6.0675E-08,-3.05698E-06,8.14303E-05,-6.0675E-08,-3.05698E-06,8.14877E-05,-0.042692,-2.14993,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:21:12 PM,1,,,0,,120.172,271.79,DISCRETE,
cf-naco-1,8.11999E-05,-5.97811E-08,-3.04399E-06,8.11999E-05,-5.97811E-08,-3.04399E-06,0.000081257,-0.0421823,-2.14687,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:22:58 PM,1,,,0,,118.345,270.46,DISCRETE,
cf-naco-1,8.09704E-05,-5.9736E-08,-3.03602E-06,8.09704E-05,-5.9736E-08,-3.03602E-06,8.10273E-05,-0.04227,-2.14732,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:24:28 PM,1,,,0,,116.802,269.1,DISCRETE,
cf-naco-1,8.06605E-05,-6.08637E-08,-3.02199E-06,8.06605E-05,-6.08637E-08,-3.02199E-06,8.07171E-05,-0.0432334,-2.14562,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:26:13 PM,1,,,0,,114.986,267.74,DISCRETE,
cf-naco-1,8.03401E-05,-5.94311E-08,-3.01195E-06,8.03401E-05,-5.94311E-08,-3.01195E-06,8.03966E-05,-0.0423842,-2.14701,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:27:44 PM,1,,,0,,113.43,266.27,DISCRETE,
cf-naco-1,8.00187E-05,-5.74441E-08,-2.98999E-06,8.00187E-05,-5.74441E-08,-2.98999E-06,8.00746E-05,-0.0411317,-2.13993,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:29:24 PM,1,,,0,,111.701,264.92,DISCRETE,
cf-naco-1,7.95192E-05,-5.50965E-08,-2.96895E-06,7.95192E-05,-5.50965E-08,-2.96895E-06,7.95746E-05,-0.0396985,-2.13822,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:30:59 PM,1,,,0,,110.105,263.47,DISCRETE,
cf-naco-1,7.89003E-05,-5.24749E-08,-2.94803E-06,7.89003E-05,-5.24749E-08,-2.94803E-06,7.89554E-05,-0.0381062,-2.1398,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:32:25 PM,1,,,0,,108.663,262.06,DISCRETE,
cf-naco-1,7.81594E-05,-4.80239E-08,-2.91806E-06,7.81594E-05,-4.80239E-08,-2.91806E-06,7.82139E-05,-0.0352045,-2.13813,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:33:55 PM,1,,,0,,107.109,260.56,DISCRETE,
cf-naco-1,7.72502E-05,-4.35939E-08,-2.90105E-06,7.72502E-05,-4.35939E-08,-2.90105E-06,7.73047E-05,-0.0323332,-2.15067,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:35:15 PM,1,,,0,,105.745,259.2,DISCRETE,
cf-naco-1,7.57796E-05,-3.27411E-08,-2.83899E-06,7.57796E-05,-3.27411E-08,-2.83899E-06,7.58328E-05,-0.024755,-2.14552,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:36:40 PM,1,,,0,,104.329,257.83,DISCRETE,
cf-naco-1,7.35101E-05,-1.65311E-08,-2.77999E-06,7.35101E-05,-1.65311E-08,-2.77999E-06,7.35627E-05,-0.0128848,-2.16577,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:37:55 PM,1,,,0,,103.064,256.31,DISCRETE,
cf-naco-1,6.89897E-05,-2.47621E-08,-2.70201E-06,6.89897E-05,-2.47621E-08,-2.70201E-06,6.90426E-05,-0.0205648,-2.24286,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:39:21 PM,1,,,0,,101.666,254.84,DISCRETE,
cf-naco-1,6.27498E-05,-7.77689E-08,-2.67397E-06,6.27498E-05,-7.77689E-08,-2.67397E-06,6.28068E-05,-0.0710094,-2.44008,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:40:41 PM,1,,,0,,100.35,253.38,DISCRETE,
cf-naco-1,5.71303E-05,-1.44438E-07,-2.65301E-06,5.71303E-05,-1.44438E-07,-2.65301E-06,0.000057192,-0.144857,-2.65878,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:41:46 PM,1,,,0,,99.315,251.95,DISCRETE,
cf-naco-1,5.12299E-05,-2.71599E-07,-2.56499E-06,5.12299E-05,-2.71599E-07,-2.56499E-06,5.12948E-05,-0.303755,-2.86627,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:43:02 PM,1,,,0,,98.094,250.54,DISCRETE,
cf-naco-1,4.71198E-05,-2.619E-07,-2.43298E-06,4.71198E-05,-2.619E-07,-2.43298E-06,4.71833E-05,-0.318457,-2.95573,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:44:07 PM,1,,,0,,97.001,249.02,DISCRETE,
cf-naco-1,4.36704E-05,-2.92979E-07,-0.000002269,4.36704E-05,-2.92979E-07,-0.000002269,4.37303E-05,-0.384383,-2.9742,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:45:22 PM,1,,,0,,95.806,247.56,DISCRETE,
cf-naco-1,0.00004144,-2.9413E-07,-2.14202E-06,0.00004144,-2.9413E-07,-2.14202E-06,4.14963E-05,-0.406664,-2.95889,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:46:27 PM,1,,,0,,94.75,246,DISCRETE,
cf-naco-1,3.94805E-05,-2.83914E-07,-2.02292E-06,3.94805E-05,-2.83914E-07,-2.02292E-06,3.95333E-05,-0.412021,-2.93311,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:47:42 PM,1,,,0,,93.559,244.5,DISCRETE,
cf-naco-1,3.80299E-05,-2.71801E-07,-1.93896E-06,3.80299E-05,-2.71801E-07,-1.93896E-06,3.80803E-05,-0.409488,-2.91864,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:48:52 PM,1,,,0,,92.483,242.8,DISCRETE,
cf-naco-1,0.00003684,-2.59537E-07,-0.000001874,0.00003684,-2.59537E-07,-0.000001874,3.68885E-05,-0.403642,-2.91198,,,,,,,,,,,,,,RM(Tmeas),5/23/2011,12:50:03 PM,1,,,0,,91.362,241.26,DISCRETE,
