specimen,Mx[Am2],My[Am2],Mz[Am2],MN[Am2],ME[Am2],MV[Am2],Mtot[Am2],Dec[deg],Inc[deg],Jnrm [Am2/kg],Jtrm [Am2/kg],Jarm [Am2/kg],Jirm [Am2/kg],Jnrm [A/m],Jtrm [A/m],Jarm [A/m],Jirm [A/m],AF [mT],T [C],Hdc [mT],Hdc dec [deg],Hdc inc [deg],data type,date,time,series,position[cm],Drift_ratio,Ja/Jr,run#,Description,Meas_T[K],Mode,Type
CF AA pyrrhotite-5,0.0001337,-7.37199E-06,-3.83901E-05,0.0001337,-7.37199E-06,-3.83901E-05,0.000139298,-3.156,-15.9976,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,8:52:46 AM,5,,,0,,290.21,291.8,DISCRETE,
CF AA pyrrhotite-5,0.0001205,-0.00005987,-3.71301E-05,0.0001205,-0.00005987,-3.71301E-05,0.000139583,-26.4203,-15.4268,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,9:01:50 AM,5,,,0,,292.11,292.818,DISCRETE,
CF AA pyrrhotite-5,0.0001205,-0.00005991,-0.00003712,0.0001205,-0.00005991,-0.00003712,0.000139597,-26.4355,-15.4209,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,9:04:50 AM,5,,,0,,292.31,292.933,DISCRETE,
CF AA pyrrhotite-5,0.0001208,-6.01304E-05,-3.65892E-05,0.0001208,-6.01304E-05,-3.65892E-05,0.000139811,-26.4626,-15.1712,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,9:50:29 AM,5,,,0,,291.67,292.01,DISCRETE,
CF AA pyrrhotite-5,0.0001213,-0.00006042,-3.70365E-05,0.0001213,-0.00006042,-3.70365E-05,0.000140484,-26.4782,-15.2858,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:13:52 AM,5,,,0,,287.78,287.569,DISCRETE,
CF AA pyrrhotite-5,0.000121899,-6.07402E-05,-3.73401E-05,0.000121899,-6.07402E-05,-3.73401E-05,0.00014122,-26.4862,-15.3319,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:26:54 AM,5,,,0,,282.58,282.391,DISCRETE,
CF AA pyrrhotite-5,0.0001223,-6.09501E-05,-0.00003747,0.0001223,-6.09501E-05,-0.00003747,0.00014169,-26.4901,-15.3343,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:36:13 AM,5,,,0,,277.19,277.188,DISCRETE,
CF AA pyrrhotite-5,0.0001227,-6.11002E-05,-3.79521E-05,0.0001227,-6.11002E-05,-3.79521E-05,0.000142228,-26.4717,-15.4763,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:43:46 AM,5,,,0,,271.56,271.923,DISCRETE,
CF AA pyrrhotite-5,0.0001229,-0.00006102,-3.78537E-05,0.0001229,-0.00006102,-3.78537E-05,0.00014234,-26.4045,-15.4227,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:50:15 AM,5,,,0,,266.04,266.614,DISCRETE,
CF AA pyrrhotite-5,0.0001231,-6.10901E-05,-3.79301E-05,0.0001231,-6.10901E-05,-3.79301E-05,0.000142564,-26.3935,-15.4298,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:55:59 AM,5,,,0,,260.78,261.238,DISCRETE,
CF AA pyrrhotite-5,0.0001232,-6.10701E-05,-3.80001E-05,0.0001232,-6.10701E-05,-3.80001E-05,0.000142659,-26.3676,-15.4483,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:58:41 AM,5,,,0,,257.97,258.463,DISCRETE,
CF AA pyrrhotite-5,0.000123201,-6.13557E-05,-0.00003802,0.000123201,-6.13557E-05,-0.00003802,0.000142788,-26.474,-15.4424,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,10:59:38 AM,5,,,0,,256.92,257.445,DISCRETE,
CF AA pyrrhotite-5,0.0001232,-0.00006112,-0.00003811,0.0001232,-0.00006112,-0.00003811,0.00014271,-26.3862,-15.4885,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:04:27 AM,5,,,0,,251.5,252.005,DISCRETE,
CF AA pyrrhotite-5,0.0001231,-6.09501E-05,-0.00003838,0.0001231,-6.09501E-05,-0.00003838,0.000142624,-26.3412,-15.6107,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:08:51 AM,5,,,0,,246.05,246.527,DISCRETE,
CF AA pyrrhotite-5,0.0001229,-6.06301E-05,-0.0000381,0.0001229,-6.06301E-05,-0.0000381,0.000142239,-26.2585,-15.5369,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:12:55 AM,5,,,0,,240.42,240.982,DISCRETE,
CF AA pyrrhotite-5,0.0001225,-0.00006021,-3.81401E-05,0.0001225,-0.00006021,-3.81401E-05,0.000141725,-26.1746,-15.6115,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:16:40 AM,5,,,0,,235.76,235.41,DISCRETE,
CF AA pyrrhotite-5,0.0001215,-5.90702E-05,-0.00003779,0.0001215,-5.90702E-05,-0.00003779,0.000140284,-25.9279,-15.6275,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:20:09 AM,5,,,0,,231.14,229.91,DISCRETE,
CF AA pyrrhotite-5,0.0001205,-0.00005857,-0.0000377,0.0001205,-0.00005857,-0.0000377,0.000139183,-25.9225,-15.7158,,,,,,,,,,,,,,RM(Tmeas),2/7/2012,11:23:37 AM,5,,,0,,225.05,224.269,DISCRETE,
